zona,tier,P_rugi,p,q,u_z,HE_rata,HE_p10,HE_min,FN_buruk_rata,FN_buruk_p90,p_bayar,hari_bayar_thn,premi_murni_thn
573-D,1,85,92,0.25,1.3212,0.40271025881302464,0.19009897295578793,0.08081592945446736,0.10209050602184504,0.17232237539766704,0.7171717171717171,14.363333333333332,3260476.666666666
573-D,1,85,92,0.5,1.3212,0.3615520949900687,0.21460499109219894,0.13406580667497447,0.33419086051751035,0.3998020781791192,0.40404040404040403,7.444999999999999,1690014.9999999998
573-D,1,85,93,0.0,1.3466,0.30374137618784763,0.05969866973079441,-0.08777808843727586,0.04387062715068553,0.0975609756097561,0.8484848484848485,24.814999999999998,5633004.999999999
573-D,1,85,93,0.25,1.3466,0.3320404007475588,0.07695269414774375,-0.060118055144554816,0.14113075538041003,0.23306233062330622,0.6767676767676768,12.398333333333333,2814421.6666666665
573-D,1,85,93,0.5,1.3466,0.329568064814345,0.13786019097519125,0.019545017622557004,0.3293957387756308,0.40443840579710144,0.45454545454545453,7.985,1812595.0
573-D,1,85,94,0.0,1.368,0.274787908878123,0.06501163801955534,-0.050877182241251484,0.06985050338376969,0.14634146341463414,0.8080808080808081,21.47833333333333,4875581.666666666
573-D,1,85,94,0.25,1.368,0.28806313110915155,0.06656031138197549,-0.04126896015009596,0.13780679058432665,0.21845174973488865,0.696969696969697,12.421666666666669,2819718.333333334
573-D,1,85,94,0.5,1.368,0.29378712904307885,0.15453935084626597,0.08366241698078447,0.34310513289527067,0.4247083775185578,0.43434343434343436,6.6883333333333335,1518251.6666666667
573-D,1,85,95,0.0,1.402,0.26223462038383255,0.03474741854466351,-0.004299346050417929,0.10250278178238707,0.17232237539766704,0.7676767676767676,18.133333333333333,4116266.6666666665
573-D,1,85,95,0.25,1.402,0.2749001621145931,0.068013556289783,0.028081804582477332,0.1999963994214222,0.2863202545068929,0.6464646464646465,10.28,2333560.0
573-D,1,85,95,0.5,1.402,0.26651055088137404,0.14084879574553266,0.1065460369472373,0.3968221503313751,0.4504830917874396,0.3939393939393939,5.991666666666666,1360108.3333333333
573-D,1,85,96,0.0,1.4421,0.1907447964045965,0.024120049005440014,-0.000656466604217032,0.18848971670946008,0.2249747219413549,0.6767676767676768,14.338333333333335,3254801.666666667
573-D,1,85,96,0.25,1.4421,0.1986829303542013,0.0504615869051106,0.012257413287614316,0.25360878880508825,0.29851537645811244,0.5757575757575758,9.030000000000001,2049810.0000000002
573-D,1,85,96,0.5,1.4421,0.18902132027779867,0.08609531556727396,0.039229809379850544,0.3833787970668446,0.4634146341463415,0.40404040404040403,5.3533333333333335,1215206.6666666667
573-D,1,85,97,0.0,1.4919,0.20313304830372328,0.08725624596764153,0.06029941747299039,0.23794258444185135,0.263768115942029,0.6161616161616161,10.918333333333333,2478461.6666666665
573-D,1,85,97,0.25,1.4919,0.20367219506208017,0.09610178271593861,0.06027513572323184,0.2978934626875898,0.3333333333333333,0.5353535353535354,8.446666666666665,1917393.333333333
573-D,1,85,97,0.5,1.4919,0.18485221228829296,0.1041684471788154,0.06336991366804312,0.47914763405897504,0.5270833333333333,0.3434343434343434,4.725,1072575.0
573-D,2,90,70,0.0,1.0408,-0.008845914086889903,-0.223676873748632,-0.26865718664850124,0.0,0.0,1.0,64.55833333333334,27114500.0
573-D,2,90,70,0.25,1.0408,-0.3144449193099337,-0.6088039684923588,-0.657556927374586,0.17147182481786732,0.21980676328502413,0.696969696969697,17.513333333333332,7355599.999999999
573-D,2,90,70,0.5,1.0408,-0.16339522143666524,-0.41412726870886174,-0.4531281382059531,0.43938865382271863,0.48303287380699894,0.41414141414141414,9.951666666666666,4179700.0
573-D,2,90,71,0.0,1.0506,0.004356034293853591,-0.23515629515714787,-0.2847977943265452,0.0,0.0,1.0,63.748333333333335,26774300.0
573-D,2,90,71,0.25,1.0506,-0.19808340609598618,-0.45107438317504456,-0.4852185083422118,0.1561410224276227,0.2,0.696969696969697,16.981666666666666,7132300.0
573-D,2,90,71,0.5,1.0506,-0.019766340096434964,-0.17228572110639928,-0.24768837459831783,0.42619807983942953,0.45903010033444813,0.42424242424242425,9.503333333333334,3991400.0
573-D,2,90,72,0.0,1.0582,0.01749020469612021,-0.24454955920764332,-0.29198948563716054,0.0,0.0,1.0,62.49666666666666,26248600.0
573-D,2,90,72,0.25,1.0582,-0.0946198000767596,-0.3689827769431714,-0.3839711261161136,0.177914967578217,0.21845174973488865,0.6767676767676768,16.445,6906900.0
573-D,2,90,72,0.5,1.0582,0.07631536916310917,-0.0760819194745701,-0.14961403336576207,0.41693489740284345,0.46940559440559443,0.41414141414141414,8.368333333333334,3514700.0000000005
573-D,2,90,73,0.0,1.067,0.012603414791195349,-0.26923278523891325,-0.32434029541268505,0.0,0.0,1.0,61.20666666666666,25706800.0
573-D,2,90,73,0.25,1.067,-0.20324032687342578,-0.5396757238242889,-0.6679618825472067,0.16651508746937618,0.20483682983682983,0.6868686868686869,17.64,7408800.0
573-D,2,90,73,0.5,1.067,0.03543846668125701,-0.19649622551099133,-0.3253580367375575,0.36341122723379926,0.4252657911194496,0.4444444444444444,8.963333333333335,3764600.0000000005
573-D,2,90,74,0.0,1.0769,0.023360735131942072,-0.2610861952820318,-0.32678880973881075,0.0,0.0,1.0,59.91833333333334,25165700.0
573-D,2,90,74,0.25,1.0769,-0.14718534187689414,-0.5712073799243067,-0.6655052063636864,0.1346907990966343,0.17445652173913043,0.7171717171717171,19.123333333333335,8031800.000000001
573-D,2,90,74,0.5,1.0769,0.0973166688688517,-0.15448845235838127,-0.28339535165688545,0.3467017468972737,0.40217391304347827,0.45454545454545453,9.71,4078200.0000000005
573-D,2,90,75,0.0,1.0855,0.022084568389957274,-0.2667074985343125,-0.34466969532999014,0.0,0.0,1.0,58.42666666666667,24539200.0
573-D,2,90,75,0.25,1.0855,-0.09298644359801442,-0.45971225200026233,-0.5740250517460879,0.12552717208623737,0.1573232323232323,0.7070707070707071,19.273333333333333,8094800.0
573-D,2,90,75,0.5,1.0855,0.10966125322316558,-0.12285261417774318,-0.2731875878673107,0.37253784506723187,0.4338578088578089,0.42424242424242425,9.263333333333332,3890599.9999999995
573-D,2,90,76,0.0,1.0951,0.05057486171102289,-0.24885124414467175,-0.3336133550240876,0.0,0.0,1.0,56.56666666666666,23758000.0
573-D,2,90,76,0.25,1.0951,0.02504619078090026,-0.33787402802844824,-0.44495873498121563,0.09988713413119842,0.13636363636363635,0.7171717171717171,18.61,7816200.0
573-D,2,90,76,0.5,1.0951,0.14968227996258093,-0.09391623798680315,-0.2324229293626212,0.3277659598164624,0.39055023923444976,0.45454545454545453,9.673333333333334,4062800.0
573-D,2,90,77,0.0,1.1043,0.06594915043607617,-0.2501450282818469,-0.31871771628179,0.0,0.0,1.0,55.60666666666667,23354800.0
573-D,2,90,77,0.25,1.1043,0.07432074271157872,-0.2753921354492628,-0.36665969995565084,0.0948368454057158,0.13484848484848483,0.7070707070707071,17.766666666666666,7462000.0
573-D,2,90,77,0.5,1.1043,0.17210818711408848,-0.08571147146574443,-0.1940997912835627,0.30773003940951627,0.3811965811965812,0.45454545454545453,10.191666666666666,4280500.0
573-D,2,90,78,0.0,1.1158,0.08639855535039145,-0.2094405210381315,-0.2609604015528528,0.0,0.0,1.0,53.98666666666667,22674400.000000004
573-D,2,90,78,0.25,1.1158,0.1429680330333355,-0.14358925823327917,-0.2733716220702478,0.11442682795824789,0.15849282296650719,0.696969696969697,17.738333333333333,7450100.0
573-D,2,90,78,0.5,1.1158,0.2159442617145548,0.0210732749790975,-0.14250093099655636,0.3077902174230139,0.3854895104895105,0.4444444444444444,9.701666666666666,4074700.0
573-D,2,90,79,0.0,1.1249,0.0981086679951712,-0.20946419385062132,-0.22710604138784696,0.0,0.0,1.0,52.94,22234800.0
573-D,2,90,79,0.25,1.1249,0.20232389876339424,-0.0549906166646954,-0.16697531487891304,0.09558309590757015,0.14135254988913526,0.696969696969697,18.365,7713299.999999999
573-D,2,90,79,0.5,1.1249,0.2140993610788244,0.051467005504623686,-0.08593098212197936,0.3090778541247502,0.4002501563477173,0.43434343434343436,9.461666666666666,3973899.9999999995
573-D,2,90,80,0.0,1.1355,0.11806573909517613,-0.1985234614968684,-0.22833423225832417,0.0,0.0,1.0,51.52166666666666,21639099.999999996
573-D,2,90,80,0.25,1.1355,0.23451065986305106,-0.008926768991489864,-0.10536499395213084,0.08951149827638792,0.1389602053915276,0.696969696969697,18.461666666666666,7753900.0
573-D,2,90,80,0.5,1.1355,0.26831553817270176,0.10690616247278395,-0.037322858058388864,0.26312608115652103,0.33014354066985646,0.46464646464646464,10.778333333333332,4526900.0
573-D,2,90,81,0.0,1.1474,0.13641557677675806,-0.15924176944116242,-0.21261688574503146,0.004558056360115857,0.022727272727272728,0.98989898989899,50.30500000000001,21128100.000000004
573-D,2,90,81,0.25,1.1474,0.26100390403939244,-0.014957423989510332,-0.06334575446931501,0.09043664150922348,0.1389602053915276,0.6868686868686869,18.371666666666666,7716100.0
573-D,2,90,81,0.5,1.1474,0.28497444255122756,0.07719188916094871,-0.02128950961741083,0.26031116695310025,0.3415071770334928,0.4444444444444444,11.435,4802700.0
573-D,2,90,82,0.0,1.1581,0.16052266933257026,-0.11129112637415661,-0.17146768371943422,0.004558056360115857,0.022727272727272728,0.98989898989899,48.44333333333333,20346199.999999996
573-D,2,90,82,0.25,1.1581,0.26323148561457904,-0.052249047765707046,-0.1416751703320771,0.09777688781944242,0.15211810012836968,0.6868686868686869,19.10333333333333,8023399.999999999
573-D,2,90,82,0.5,1.1581,0.3091396182346272,0.07493505879549178,-0.03590832065542182,0.25915709214879706,0.3221343873517787,0.46464646464646464,11.221666666666666,4713100.0
573-D,2,90,83,0.0,1.1706,0.1848822204999691,-0.09684107425046062,-0.16986622772319682,0.004558056360115857,0.022727272727272728,0.9797979797979798,46.74666666666666,19633600.0
573-D,2,90,83,0.25,1.1706,0.2799233946171801,-0.05326835611640768,-0.14677736957804366,0.0921270551959256,0.13484848484848483,0.696969696969697,18.731666666666666,7867300.0
573-D,2,90,83,0.5,1.1706,0.3200819574291592,0.06132168351719125,-0.027404110241768587,0.23800824225721967,0.3060200668896321,0.46464646464646464,11.095,4659900.0
573-D,2,90,84,0.0,1.184,0.20034946303056306,-0.08194316634536492,-0.14352262624796897,0.004558056360115857,0.022727272727272728,0.9696969696969697,45.58,19143600.0
573-D,2,90,84,0.25,1.184,0.2942464353895414,-0.0647731533607997,-0.18037018723460663,0.12685498313676555,0.18065268065268064,0.6464646464646465,18.138333333333332,7618099.999999999
573-D,2,90,84,0.5,1.184,0.35814882398379955,0.08117550655876515,0.01925666892659994,0.25350677032770275,0.3371212121212121,0.4444444444444444,11.05,4641000.0
573-D,2,90,85,0.0,1.1974,0.2408791129092553,-0.010597972933620303,-0.09502515855809568,0.004558056360115857,0.022727272727272728,0.9696969696969697,44.00333333333333,18481400.0
573-D,2,90,85,0.25,1.1974,0.3547255855759236,0.0018268845042933024,-0.1239337108950862,0.08331517408098896,0.12931995540691194,0.7070707070707071,18.388333333333335,7723100.000000001
573-D,2,90,85,0.5,1.1974,0.41359344182685687,0.16936542239027236,0.10160203577913562,0.2503974027955803,0.3181818181818182,0.46464646464646464,10.295,4323900.0
573-D,2,90,86,0.0,1.2133,0.2663432907661156,0.026817942546489726,-0.07248998998276579,0.004558056360115857,0.022727272727272728,0.9696969696969697,42.30500000000001,17768100.000000004
573-D,2,90,86,0.25,1.2133,0.3960370774440608,0.046658176628600556,-0.06975954651808869,0.10492991273480881,0.1564102564102564,0.6565656565656566,16.65,6992999.999999999
573-D,2,90,86,0.5,1.2133,0.4295167223010253,0.1453278293562817,0.10052454236355024,0.25295522564627004,0.31762749445676275,0.4444444444444444,10.623333333333335,4461800.000000001
573-D,2,90,87,0.0,1.2263,0.3091851604660638,0.060820945188087616,0.0027691734771345677,0.004558056360115857,0.022727272727272728,0.9696969696969697,40.644999999999996,17070900.0
573-D,2,90,87,0.25,1.2263,0.42743320094130977,0.09868657963951832,-0.004942626585988874,0.094870483897715,0.14358974358974358,0.6868686868686869,17.026666666666667,7151200.0
573-D,2,90,87,0.5,1.2263,0.4535792790374418,0.21475676844759323,0.140460677303603,0.2964764267671931,0.38636363636363635,0.40404040404040403,9.493333333333332,3987199.9999999995
573-D,2,90,88,0.0,1.2437,0.3465800361993858,0.09736076365894392,0.050355366437357274,0.013009069458359132,0.025978407557354925,0.9494949494949495,38.54833333333333,16190300.0
573-D,2,90,88,0.25,1.2437,0.44594067412134586,0.142980459940946,0.091099092118611,0.10653769229997523,0.15211810012836968,0.6666666666666666,16.371666666666666,6876100.0
573-D,2,90,88,0.5,1.2437,0.4659986246298109,0.24104702728182553,0.2230805474671731,0.27649279350090245,0.35494223363286265,0.42424242424242425,9.468333333333334,3976700.0
573-D,2,90,89,0.0,1.2604,0.3788145786438656,0.13992756111174537,0.09510393292067254,0.010291907246829731,0.02631578947368421,0.9393939393939394,36.44833333333333,15308299.999999998
573-D,2,90,89,0.25,1.2604,0.4631872615145253,0.19190809142542198,0.08700980267215874,0.07971456033056251,0.15587044534412955,0.7070707070707071,15.91,6682200.0
573-D,2,90,89,0.5,1.2604,0.4486246583116867,0.2476438789253525,0.1692727263458923,0.27672197839607926,0.35526315789473684,0.42424242424242425,8.920000000000002,3746400.000000001
573-D,2,90,90,0.0,1.274,0.4130488962463033,0.18835801234326233,0.14486533171206295,0.022385225789437947,0.06203007518796992,0.898989898989899,33.47,14057400.0
573-D,2,90,90,0.25,1.274,0.4744507495636669,0.21176820293744492,0.09500996579514809,0.0677749317474153,0.1298920377867746,0.7070707070707071,16.008333333333333,6723500.0
573-D,2,90,90,0.5,1.274,0.4515228670324913,0.24675219995766873,0.14778942861075295,0.27263863875480293,0.34210526315789475,0.43434343434343436,8.75,3675000.0
573-D,2,90,91,0.0,1.2943,0.4332601639225695,0.22974012360318918,0.14776568645192079,0.027857071729833312,0.07793522267206478,0.8686868686868687,30.64333333333333,12870199.999999998
573-D,2,90,91,0.25,1.2943,0.4713465425908299,0.23523102158446973,0.12970829126115857,0.0792890780003249,0.13157894736842105,0.7070707070707071,15.026666666666666,6311199.999999999
573-D,2,90,91,0.5,1.2943,0.4410331127532331,0.270347400451521,0.18620082641707802,0.2995747054595459,0.35555555555555557,0.41414141414141414,7.9350000000000005,3332700.0
573-D,2,90,92,0.0,1.3212,0.45713922423353487,0.2598873546344374,0.09757674981877251,0.030482224354985932,0.08391812865497075,0.8585858585858586,27.663333333333334,11618600.0
573-D,2,90,92,0.25,1.3212,0.47800340531670205,0.2683688641120649,0.1195488649346671,0.07046927211338037,0.1298920377867746,0.7171717171717171,14.363333333333332,6032599.999999999
573-D,2,90,92,0.5,1.3212,0.43640647059207444,0.3081592667792248,0.1725164389326176,0.3143723826089854,0.4,0.40404040404040403,7.444999999999999,3126899.9999999995
573-D,2,90,93,0.0,1.3466,0.40716756512470165,0.198686198598301,0.09237656244673087,0.03413935781981171,0.09639953542392567,0.8484848484848485,24.814999999999998,10422299.999999998
573-D,2,90,93,0.25,1.3466,0.4286688344513305,0.2351307496703306,0.11760473933069249,0.09928526368818151,0.1678362573099415,0.6767676767676768,12.398333333333333,5207300.0
573-D,2,90,93,0.5,1.3466,0.41630839866203717,0.26665678143204385,0.17051572652516378,0.28648604436177644,0.3717105263157895,0.45454545454545453,7.985,3353700.0
573-D,2,90,94,0.0,1.368,0.39689216831095514,0.22755209933211373,0.17739709202864773,0.0555632431055207,0.12362637362637362,0.8080808080808081,21.47833333333333,9020900.0
573-D,2,90,94,0.25,1.368,0.40692472740463476,0.2275296610680863,0.17430956878699289,0.10011808329948249,0.18966623876765082,0.696969696969697,12.421666666666669,5217100.000000001
573-D,2,90,94,0.5,1.368,0.3900877575664782,0.2484224538123896,0.21447057329180164,0.29822243800292536,0.39055023923444976,0.43434343434343436,6.6883333333333335,2809100.0
573-D,2,90,95,0.0,1.402,0.39135620179494207,0.20822252306916905,0.19053829726415006,0.08593453635900226,0.1547008547008547,0.7676767676767676,18.133333333333333,7616000.0
573-D,2,90,95,0.25,1.402,0.3951276755402974,0.23520784937431222,0.193355526870032,0.15005255958240815,0.2264957264957265,0.6464646464646465,10.28,4317600.0
573-D,2,90,95,0.5,1.402,0.3635996030834225,0.24860875194850285,0.2009824320039857,0.35053985396879594,0.40967365967365965,0.3939393939393939,5.991666666666666,2516500.0
573-D,2,90,96,0.0,1.4421,0.3036506996785225,0.11267086439459723,0.08193912544068405,0.16867566050166038,0.19782608695652176,0.6767676767676768,14.338333333333335,6022100.000000001
573-D,2,90,96,0.25,1.4421,0.302670428082217,0.13829692969027252,0.10332538141664149,0.21344532467557398,0.26747967479674795,0.5757575757575758,9.030000000000001,3792600.0000000005
573-D,2,90,96,0.5,1.4421,0.2710974154323556,0.135392234940239,0.10705394264110035,0.3422529281162578,0.40454545454545454,0.40404040404040403,5.3533333333333335,2248400.0
573-D,2,90,97,0.0,1.4919,0.2879681287561742,0.1697764117899791,0.09578577553915824,0.21898580047151128,0.24444444444444444,0.6161616161616161,10.918333333333333,4585700.0
573-D,2,90,97,0.25,1.4919,0.28819754219855304,0.18473507095125058,0.1147663508919462,0.279701812076428,0.31409214092140925,0.5353535353535354,8.446666666666665,3547599.9999999995
573-D,2,90,97,0.5,1.4919,0.26153982026254724,0.17297868312875014,0.13111571306314285,0.43140702974953354,0.4743421052631579,0.3434343434343434,4.725,1984499.9999999998
573-D,3,95,70,0.0,1.0408,-0.41978997066923157,-0.6356866463549494,-0.706797252168323,0.0,0.0,1.0,64.55833333333334,
573-D,3,95,70,0.25,1.0408,-1.176490830323698,-1.5609334503082717,-1.5841257475425614,0.19883823827973224,0.2608695652173913,0.696969696969697,17.513333333333332,
573-D,3,95,70,0.5,1.0408,-0.779200899549257,-1.0799204992547096,-1.1300652452856133,0.4554835219776182,0.5,0.41414141414141414,9.951666666666666,
573-D,3,95,71,0.0,1.0506,-0.43655431506760023,-0.6627015494229007,-0.7440501348318622,0.0,0.0,1.0,63.748333333333335,
573-D,3,95,71,0.25,1.0506,-0.9354131590956746,-1.2503738149007175,-1.302649453896906,0.17599542051717373,0.21845174973488865,0.696969696969697,16.981666666666666,
573-D,3,95,71,0.5,1.0506,-0.4970024362435561,-0.7105051037496877,-0.7427187542018334,0.4175979638159809,0.47015366430260047,0.42424242424242425,9.503333333333334,
573-D,3,95,72,0.0,1.0582,-0.43569105679927334,-0.6788989439145683,-0.7611839011352071,0.0,0.0,1.0,62.49666666666666,
573-D,3,95,72,0.25,1.0582,-0.7639937231126339,-1.061220204432583,-1.1167626680926501,0.20824597185640226,0.2391304347826087,0.6767676767676768,16.445,
573-D,3,95,72,0.5,1.0582,-0.3262983754969604,-0.540145078187224,-0.6058800657415777,0.42069688576491937,0.47015366430260047,0.41414141414141414,8.368333333333334,
573-D,3,95,73,0.0,1.067,-0.46556096282495124,-0.7256320295041889,-0.8109198926107377,0.0,0.0,1.0,61.20666666666666,
573-D,3,95,73,0.25,1.067,-0.932107939693193,-1.3797870369428404,-1.417954713703503,0.17805606568893834,0.21052631578947367,0.6868686868686869,17.64,
573-D,3,95,73,0.5,1.067,-0.3897353671811411,-0.6890761086569563,-0.7924452337355776,0.3621734810199795,0.41582406471183014,0.4444444444444444,8.963333333333335,
573-D,3,95,74,0.0,1.0769,-0.4582232203508314,-0.6996334738453162,-0.7951821442053599,0.0,0.0,1.0,59.91833333333334,
573-D,3,95,74,0.25,1.0769,-0.9245929535730135,-1.37617409335624,-1.4953065366542382,0.15016073490515444,0.18993135011441648,0.7171717171717171,19.123333333333335,
573-D,3,95,74,0.5,1.0769,-0.354978725854267,-0.6422972168056078,-0.770913763815658,0.3496434221670339,0.4138388123011665,0.45454545454545453,9.71,
573-D,3,95,75,0.0,1.0855,-0.4720797904841885,-0.7308464933220735,-0.8121342722948803,0.0,0.0,1.0,58.42666666666667,
573-D,3,95,75,0.25,1.0855,-0.8730535120624731,-1.3048718176273357,-1.423150742350371,0.12101071039118702,0.15849282296650719,0.7070707070707071,19.273333333333333,
573-D,3,95,75,0.5,1.0855,-0.3191161139051126,-0.607614179485346,-0.720769264709126,0.3698990992405546,0.4138388123011665,0.42424242424242425,9.263333333333332,
573-D,3,95,76,0.0,1.0951,-0.431511478656729,-0.6744200838055304,-0.764702030514266,0.0,0.0,1.0,56.56666666666666,
573-D,3,95,76,0.25,1.0951,-0.7136075427320365,-1.1268418468020007,-1.2625195790774115,0.10314104715362421,0.1471291866028708,0.7171717171717171,18.61,
573-D,3,95,76,0.5,1.0951,-0.2989484754790413,-0.5779417444108466,-0.7323347084647791,0.3390086337288966,0.39777983348751156,0.45454545454545453,9.673333333333334,
573-D,3,95,77,0.0,1.1043,-0.436565578767272,-0.6708010837120889,-0.7543440861495239,0.0,0.0,1.0,55.60666666666667,
573-D,3,95,77,0.25,1.1043,-0.6912792813523526,-1.0812416690299693,-1.1499922786736967,0.09560926672871643,0.13397129186602869,0.7070707070707071,17.766666666666666,
573-D,3,95,77,0.5,1.1043,-0.34107769948481576,-0.6223145410741433,-0.7428563943612254,0.32357855003323094,0.3579343971631206,0.45454545454545453,10.191666666666666,
573-D,3,95,78,0.0,1.1158,-0.38067875051390615,-0.6051502063371104,-0.6744165389825238,0.0,0.0,1.0,53.98666666666667,
573-D,3,95,78,0.25,1.1158,-0.5719322556388109,-0.8686239862814399,-1.0317224592814078,0.1089398867365493,0.1471291866028708,0.696969696969697,17.738333333333333,
573-D,3,95,78,0.5,1.1158,-0.25837286756880345,-0.47071450342719146,-0.636831553751461,0.3113929855306772,0.34578804347826086,0.4444444444444444,9.701666666666666,
573-D,3,95,79,0.0,1.1249,-0.3952831167877981,-0.6241730909737417,-0.689339055998381,0.0,0.0,1.0,52.94,
573-D,3,95,79,0.25,1.1249,-0.5329945208755599,-0.7990423455500901,-0.8698969611102689,0.1083541186996432,0.13397129186602869,0.696969696969697,18.365,
573-D,3,95,79,0.5,1.1249,-0.26543340531164217,-0.43385452762209364,-0.5631701008184604,0.31470048040979826,0.34672830725462306,0.43434343434343436,9.461666666666666,
573-D,3,95,80,0.0,1.1355,-0.36974635185791677,-0.6146134714557366,-0.7066662896533662,0.0,0.0,1.0,51.52166666666666,
573-D,3,95,80,0.25,1.1355,-0.4949761715762533,-0.7556850632545761,-0.8335428296486953,0.09185716561887604,0.13397129186602869,0.696969696969697,18.461666666666666,
573-D,3,95,80,0.5,1.1355,-0.23726737490249247,-0.44327414252503905,-0.5015741358901318,0.28918108957837924,0.33325624421831634,0.46464646464646464,10.778333333333332,
573-D,3,95,81,0.0,1.1474,-0.34356870218409463,-0.5640764850924963,-0.6579839511390768,0.003641053308966464,0.021980676328502417,0.98989898989899,50.30500000000001,
573-D,3,95,81,0.25,1.1474,-0.5007971880189913,-0.7803130983357468,-0.9666193288237517,0.09372401222256475,0.13397129186602869,0.6868686868686869,18.371666666666666,
573-D,3,95,81,0.5,1.1474,-0.27669566587146177,-0.4732235052570868,-0.6555481006314858,0.28622295922598884,0.33409610983981697,0.4444444444444444,11.435,
573-D,3,95,82,0.0,1.1581,-0.29950286977890445,-0.5015241176567479,-0.6234131850055442,0.003641053308966464,0.021980676328502417,0.98989898989899,48.44333333333333,
573-D,3,95,82,0.25,1.1581,-0.5087403572351165,-0.7763152523045003,-1.0933410139399684,0.1037977581734476,0.1471291866028708,0.6868686868686869,19.10333333333333,
573-D,3,95,82,0.5,1.1581,-0.21222965274484418,-0.39409384323316987,-0.645265854986373,0.2682329746616549,0.3078947368421052,0.46464646464646464,11.221666666666666,
573-D,3,95,83,0.0,1.1706,-0.26919394402694974,-0.49619604578454335,-0.6073946567623858,0.003641053308966464,0.021980676328502417,0.9797979797979798,46.74666666666666,
573-D,3,95,83,0.25,1.1706,-0.47232731737278544,-0.7527450157179351,-1.0850516193371478,0.10406492913268192,0.13484848484848483,0.696969696969697,18.731666666666666,
573-D,3,95,83,0.5,1.1706,-0.21267819637260565,-0.440942746259693,-0.7301077005295953,0.2457983573146036,0.29179566563467496,0.46464646464646464,11.095,
573-D,3,95,84,0.0,1.184,-0.2600455932674065,-0.49513057256268844,-0.5812827098374003,0.003641053308966464,0.021980676328502417,0.9696969696969697,45.58,
573-D,3,95,84,0.25,1.184,-0.48279907554398044,-0.8014511568339272,-1.1324937941919297,0.14209028409156682,0.20050215208034433,0.6464646464646465,18.138333333333332,
573-D,3,95,84,0.5,1.184,-0.17065775057150062,-0.4323931275811279,-0.6884176562939628,0.2784097806045929,0.3335526315789474,0.4444444444444444,11.05,
573-D,3,95,85,0.0,1.1974,-0.19535251873794246,-0.44224571165357085,-0.5012446276415086,0.003641053308966464,0.021980676328502417,0.9696969696969697,44.00333333333333,
573-D,3,95,85,0.25,1.1974,-0.32125268959575565,-0.6330846804295018,-0.9325294224394693,0.09264365355642339,0.13157894736842105,0.7070707070707071,18.388333333333335,
573-D,3,95,85,0.5,1.1974,0.025024643175359573,-0.20916674542657132,-0.4027007543532224,0.2817902609069069,0.33771929824561403,0.46464646464646464,10.295,
573-D,3,95,86,0.0,1.2133,-0.14696772425678378,-0.3760716625249366,-0.45181754505945393,0.003641053308966464,0.021980676328502417,0.9696969696969697,42.30500000000001,
573-D,3,95,86,0.25,1.2133,-0.18814676315283527,-0.5188927825618856,-0.7962214079151315,0.11245868276158233,0.1471291866028708,0.6565656565656566,16.65,
573-D,3,95,86,0.5,1.2133,0.06579043296818578,-0.2025391119070563,-0.38218787407578847,0.2760750317361528,0.33771929824561403,0.4444444444444444,10.623333333333335,
573-D,3,95,87,0.0,1.2263,-0.07464352322139862,-0.3027576483362324,-0.36429079617904603,0.003641053308966464,0.021980676328502417,0.9696969696969697,40.644999999999996,
573-D,3,95,87,0.25,1.2263,-0.0879559480815406,-0.41127967938730947,-0.6818514035698171,0.10577686679646861,0.13484848484848483,0.6868686868686869,17.026666666666667,
573-D,3,95,87,0.5,1.2263,0.16544321926616296,-0.09735447774728134,-0.2727458890163439,0.31391355730518034,0.3848684210526316,0.40404040404040403,9.493333333333332,
573-D,3,95,88,0.0,1.2437,6.324257602771452e-05,-0.2362900973105434,-0.26937363497981437,0.01101167485334962,0.02821939586645469,0.9494949494949495,38.54833333333333,
573-D,3,95,88,0.25,1.2437,0.005507712668307156,-0.34116286915736116,-0.5494691557603717,0.1146390534005698,0.15849282296650719,0.6666666666666666,16.371666666666666,
573-D,3,95,88,0.5,1.2437,0.23724002324502508,-0.011413929340530538,-0.14585771676209136,0.2867341151452271,0.34292763157894735,0.42424242424242425,9.468333333333334,
573-D,3,95,89,0.0,1.2604,0.08509560572042937,-0.18833611586117793,-0.21940239423288754,0.008382767293371009,0.030330882352941176,0.9393939393939394,36.44833333333333,
573-D,3,95,89,0.25,1.2604,0.07950928079925669,-0.2842732315817569,-0.5387790166270705,0.0781840885354135,0.13076923076923075,0.7070707070707071,15.91,
573-D,3,95,89,0.5,1.2604,0.2463732269803113,-0.02230850207652557,-0.15143670075768312,0.284963502645027,0.33771929824561403,0.42424242424242425,8.920000000000002,
573-D,3,95,90,0.0,1.274,0.16608466649200304,-0.10093000428416143,-0.14370754879841918,0.014286264041251499,0.04194078947368421,0.898989898989899,33.47,
573-D,3,95,90,0.25,1.274,0.13488995932441772,-0.2130395206879292,-0.4796577690390529,0.06353386408698775,0.11437908496732026,0.7070707070707071,16.008333333333333,
573-D,3,95,90,0.5,1.274,0.2677075879376218,0.008963184444961803,-0.16302420556499908,0.26849659455508484,0.3164313222079589,0.43434343434343436,8.75,
573-D,3,95,91,0.0,1.2943,0.22317576652274812,-0.011785259711964091,-0.15047773484259475,0.01701713750383228,0.05263157894736842,0.8686868686868687,30.64333333333333,
