struktur,harga,lam,E_ret,modal_ret,E_ced,P_RI,loading_RI,multiple_RI,E_gov,p_sentuh_RI,p_sentuh_gov,margin_A ketat,bruto_A ketat,margin_B ramah,bruto_B ramah,d_bruto_pct_A ketat,d_bruto_pct_B ramah
S2 XoL agregat 2->200 thn,wang,0.45,226546324834.16815,97429991680.32654,59470560767.34246,99053407330.13235,39582846562.789894,1.6655872426971687,0.0,0.49993,0.0,49325845730.82255,419178414165.41644,45428646063.60949,389935919606.0237,1.7049830207866545,6.151098329781024
S2 XoL agregat 2->500 thn,wang,0.45,226397825686.32523,49142175953.32651,59619059915.18536,99577474947.48355,39958415032.29819,1.6702288679013626,0.0,0.49993,0.0,44872632627.63084,413611897786.4268,42906945589.49778,386969213165.8923,0.3543828117151593,5.343480638750764
S2 XoL agregat 2->inf thn,wang,0.45,226303197278.42896,49047608088.23767,59713688323.0816,99982825697.94821,40269137374.866615,1.6743702910627456,0.0,0.49993,0.0,45173898183.690384,413988479731.5012,43211993860.16087,387328093484.31946,0.44575264144739446,5.441177562923527
S2 XoL agregat 3->50 thn,wang,0.45,253291190806.3544,217305219293.99686,32725694795.1562,59478180046.84661,26752485251.69041,1.8174764636517389,0.0,0.33308,0.0,48483007181.0901,418124865978.25085,39790798409.33022,383303157659.81274,1.4493613168384822,4.34548122668974
S2 XoL agregat 3->100 thn,wang,0.45,252642140569.7947,173224800480.82327,33374745031.71584,61330040241.31622,27955295209.600384,1.8376182404699906,0.0,0.33308,0.0,45277775257.68271,414118326073.9917,38348783238.44978,381606669223.48285,0.4772571741524123,3.8836512136913415
S2 XoL agregat 3->200 thn,wang,0.45,252353086059.9667,133896821112.30582,33663799541.543854,62245238676.54784,28581439135.003983,1.8490259425330813,0.0,0.33308,0.0,41971121246.234566,409985008559.68146,36615248401.74233,379567216474.4152,-0.5256069367045813,3.328457043521138
S2 XoL agregat 3->500 thn,wang,0.45,252204586912.1238,85703688658.41837,33812298689.386765,62769306293.899025,28957007604.51226,1.8564045843355064,0.0,0.33308,0.0,37527376470.354095,404430327589.83093,34099228924.017365,376607193559.44464,-1.8733355282383957,2.52265878871325
S2 XoL agregat 3->inf thn,wang,0.45,252109958504.22757,85514437520.21677,33906927097.283,63174657044.36369,29267729947.080692,1.8631784845352721,0.0,0.33308,0.0,37819173699.10237,404795074125.7662,34398596198.2937,376959390352.711,-1.7848373160438524,2.618536276663641
S2 XoL agregat 4->50 thn,wang,0.45,263960480042.56735,243315564135.56168,22056405558.943226,42627036440.64893,20570630881.705708,1.9326374973806608,0.0,0.24997,0.0,44902187295.26187,413648841120.9656,35169564729.83941,377866412154.5295,0.36334634868420146,2.8654521303489444
S2 XoL agregat 4->100 thn,wang,0.45,263311429806.00772,199235145322.38815,22705455795.50287,44478896635.118546,21773440839.615677,1.958951938059231,0.0,0.24997,0.0,41696955371.85449,409642301216.70636,33727549558.958965,376169923718.1995,-0.6087577940018907,2.4036221173505457
S2 XoL agregat 4->200 thn,wang,0.45,263022375296.17972,159907165953.8705,22994510305.33089,45394095070.35016,22399584765.019268,1.9741274968498155,0.0,0.24997,0.0,38390301360.40632,405508983702.3961,31994014722.2515,374130470969.13196,-1.6116219048588842,1.8484279471803422
S2 XoL agregat 4->500 thn,wang,0.45,262873876148.3368,111808652445.53076,23143009453.1738,45918162687.701355,22775153234.527554,1.9841050828160207,0.0,0.24997,0.0,33956018479.08063,399966130100.739,29483672381.2594,371177127038.553,-2.9564808298243817,1.044447892474687
S2 XoL agregat 4->inf thn,wang,0.45,262779247740.44055,111524782361.78174,23237637861.07003,46323513438.16602,23085875577.095993,1.9934691174343377,0.0,0.24997,0.0,34238353813.27417,400319049268.48096,29777362518.8029,371522644847.4277,-2.870852284198122,1.138507180322823
S2 XoL agregat 5->50 thn,wang,0.45,269571078327.4012,262669455032.94992,16445807274.10941,33153106625.59838,16707299351.488972,2.015900227518246,0.0,0.2,0.0,42974244854.783966,411238913070.36816,32467466653.465965,374687473241.1489,-0.22137290971397938,2.000059022887668
S2 XoL agregat 5->100 thn,wang,0.45,268922028090.84155,218589036219.77643,17094857510.669052,35004966820.06799,17910109309.39894,2.047689885582321,0.0,0.2,0.0,39769012931.37659,407232373166.109,31025451482.585526,372990984804.819,-1.1934770524000604,1.5382290098892692
S2 XoL agregat 5->200 thn,wang,0.45,268632973581.01352,179261056851.25888,17383912020.49707,35920165255.2996,18536253234.80253,2.066287796035021,0.0,0.2,0.0,36462358919.92842,403099055651.79877,29291916645.87806,370951532055.7514,-2.196341163257054,0.983034839719088
S2 XoL agregat 5->500 thn,wang,0.45,268484474433.17065,131257139581.28192,17532411168.33998,36444232872.6508,18911821704.31082,2.078677742766025,0.0,0.2,0.0,32037535662.439014,397568026579.937,26787250079.187737,368004865506.704,-3.538331110332882,0.18087254877383607
S2 XoL agregat 5->inf thn,wang,0.45,268389846025.2744,130878673259.16998,17627039576.23621,36849583623.11547,19222544046.87926,2.0905146019411007,0.0,0.2,0.0,32310411372.79626,397909121217.8836,27075264442.42946,368343705934.0471,-3.455571542596292,0.27311407286154665
S2 XoL agregat 7->50 thn,wang,0.45,275602715102.8175,291964849364.2003,10414170498.693106,22280939633.68495,11866769134.991846,2.139482893666954,0.0,0.14283,0.0,41063254071.41188,408850174591.1531,29384660096.843864,371060641998.06415,-0.8009509563397299,1.0127375155507767
S2 XoL agregat 7->100 thn,wang,0.45,274953664866.2578,247884430551.02692,11063220735.25275,24132799828.154564,13069579092.901814,2.181353911818449,0.0,0.14283,0.0,37858022148.0045,404843634686.8939,27942644925.96343,369364153561.7342,-1.773055099025811,0.550907502552378
S2 XoL agregat 7->200 thn,wang,0.45,274664610356.42984,208556451182.5093,11352275245.080765,25047998263.38617,13695723018.305405,2.206429788093811,0.0,0.14283,0.0,34551368136.556335,400710317172.5837,26209110089.255962,367324700812.6666,-2.7759192098827934,-0.004286667617803275
S2 XoL agregat 7->500 thn,wang,0.45,274516111208.5869,160741778427.26593,11500774392.923676,25572065880.73737,14071291487.813694,2.223508174933997,0.0,0.14283,0.0,30145469330.540287,395202943665.0636,23715798193.44965,364391392699.95325,-4.112169622935847,-0.8028124310785922
S2 XoL agregat 7->inf thn,wang,0.45,274421482800.69067,160174067590.4206,11595402800.819904,25977416631.20204,14382013830.382137,2.240320330171298,0.0,0.14283,0.0,30399420589.4242,395520382738.6685,23992457885.807373,364716874690.96234,-4.035149589222032,-0.7142074344753335
S2 XoL agregat 10->50 thn,wang,0.45,279690373932.6866,321757950494.33124,6326511668.823973,14320366149.90107,7993854481.077097,2.263548523978786,0.0,0.09999,0.0,40169649530.51022,407733168915.02606,27299331510.73697,368607314249.703,-1.0719693091115645,0.3448753824223827
S2 XoL agregat 10->100 thn,wang,0.45,279041323696.127,277677531681.1578,6975561905.383617,16172226344.370686,9196664438.987068,2.318411987984687,0.0,0.09999,0.0,36964417607.102844,403726629010.7668,25857316339.856537,366910825813.37317,-2.0440734517976678,-0.11695463057599387
S2 XoL agregat 10->200 thn,wang,0.45,278752269186.29895,238349552312.6402,7264616415.211635,17087424779.602293,9822808364.39066,2.3521441192438375,0.0,0.09999,0.0,33657763595.654682,399593311496.4566,24123781503.14907,364871373064.3055,-3.046937562654639,-0.6721488007462084
S2 XoL agregat 10->500 thn,wang,0.45,278603770038.45605,190818729772.67145,7413115563.054545,17611492396.953487,10198376833.898941,2.375720740780782,0.0,0.09999,0.0,29280249811.16609,394121419265.8458,21647500620.259228,361958101437.3763,-4.374579176819992,-1.4652200911366209
S2 XoL agregat 10->inf thn,wang,0.45,278509141630.5598,189967168720.5514,7507743970.950775,18016843147.41816,10509099176.467384,2.3997679219123023,0.0,0.09999,0.0,29505816048.522526,394403377062.5414,21907129299.70047,362263546942.60126,-4.306167941993899,-1.3820695676037165
S2 XoL agregat 15->50 thn,wang,0.45,282598490456.38574,354038698281.7433,3418395145.1248426,8197182493.812814,4778787348.687971,2.3979622442137085,0.0,0.06666,0.0,40182657176.862305,407749428472.9661,26021109245.592567,367103523349.5332,-1.0680242632591597,-0.06449715210236073
S2 XoL agregat 15->100 thn,wang,0.45,281949440219.82605,309958279468.5697,4067445381.6844864,10049042688.282427,5981597306.59794,2.4706029817960897,0.0,0.06666,0.0,36977425253.45491,403742888568.70685,24579094074.71212,365407034913.2032,-2.040128405945263,-0.5263271651007928
S2 XoL agregat 15->200 thn,wang,0.45,281660385709.9981,270630300100.0522,4356499891.512504,10964241123.514034,6607741232.001531,2.516754595788004,0.0,0.06666,0.0,33670771242.00675,399609571054.3967,22845559238.00466,363367582164.1356,-3.042992516802223,-1.081521335270974
S2 XoL agregat 15->500 thn,wang,0.45,281511886562.1552,223572004860.13055,4504999039.355414,11488308740.86523,6983309701.509816,2.5501245706167794,0.0,0.06666,0.0,29340510187.522873,394196744736.2919,20397629993.11765,360487665405.44507,-4.356303007451867,-1.8655125288553398
S2 XoL agregat 15->inf thn,wang,0.45,281417258154.259,222247916507.96338,4599627447.251644,11893659491.329903,7294032044.0782585,2.5857875725210238,0.0,0.06666,0.0,29518823694.8746,394419636620.48145,20628907034.55606,360759756042.43134,-4.302222896141494,-1.7914421021284932
S2 XoL agregat 20->50 thn,wang,0.45,283875930150.94305,374702429549.519,2140955450.567573,5316318894.386581,3175363443.8190084,2.4831525069693585,0.0,0.05,0.0,40645606398.770905,408328115000.35187,25657509216.790146,366675758609.7656,-0.9276179316036859,-0.18094627789451145
S2 XoL agregat 20->100 thn,wang,0.45,283226879914.3834,330622010736.34534,2790005687.127217,7168179088.856195,4378173401.728979,2.569234579674656,0.0,0.05,0.0,37440374475.36352,404321575096.09265,24215494045.9097,364979270173.43567,-1.899722074289778,-0.6427762908929213
S2 XoL agregat 20->200 thn,wang,0.45,282937825404.55536,291294031367.82794,3079060196.955235,8083377524.087803,5004317327.132568,2.6252742743000432,0.0,0.05,0.0,34133720463.915363,400188257581.7824,22481959209.202244,362939817424.3681,-2.9025861851467716,-1.1979704610631137
S2 XoL agregat 20->500 thn,wang,0.45,282789326256.71246,244709587525.7672,3227559344.798145,8607445141.439,5379885796.640854,2.666858831058091,0.0,0.05,0.0,29850844549.217575,394834662688.4102,20062461048.186886,360093348999.64417,-4.201525394157956,-1.972856113943644
S2 XoL agregat 20->inf thn,wang,0.45,282694697848.8162,242911647775.7389,3322187752.694375,9012795891.903671,5690608139.209296,2.712909854235082,0.0,0.05,0.0,29981772916.783188,394998323147.86725,20265307005.753628,360331991302.6638,-4.16181656448601,-1.9078912279206328
S3 XoL 2->20 + pemerintah >20 thn,wang,0.45,226303197278.42896,49047608088.23767,56391500570.38722,90970029806.04456,34578529235.65733,1.6131868967114433,3322187752.694375,0.49993,0.05,39483290044.4811,406875219557.4896,37521385720.95159,380633260379.3673,-1.2801329976322773,3.618663012473089
S3 XoL 2->50 + pemerintah >50 thn,wang,0.45,226303197278.42896,49047608088.23767,58532456020.95479,96286348700.43112,37753892679.47633,1.6450078340461287,1181232302.126802,0.49993,0.02,42658653488.3001,410844423862.26337,40696749164.77059,384368982077.9779,-0.31708756690134177,4.635627445404955
