struktur,harga,lam,zona,tier,premi_murni,bruto_A ketat,bruto_B ramah
S3 XoL 10->50 + pemerintah >50 thn,wang,0.45,573-A,2,10829805.45,14918187.916992476,13669680.111425092
S3 XoL 10->50 + pemerintah >50 thn,wang,0.45,573-F,1,4321598.76,5451656.625374948,5141729.826080028
S3 XoL 10->100 + pemerintah >100 thn,wang,0.45,573-A,1,4144192.22,5732336.062175353,5252746.5682012
S3 XoL 10->100 + pemerintah >100 thn,wang,0.45,573-A,2,10829805.45,14978583.848533612,13726373.95259752
S3 XoL 10->100 + pemerintah >100 thn,wang,0.45,573-F,1,4321598.76,5460835.157130514,5150902.1615117295
S1 quota share 50%,coc_div,,573-A,1,4144192.22,5718823.80843482,5221381.142526889
S1 quota share 50%,coc_div,,573-A,2,10829805.45,14960469.373514872,13653667.773896353
S1 quota share 50%,coc_div,,573-F,1,4321598.76,5547270.384992232,5209775.297875042
S2 XoL agregat 1.5->50 thn,coc_div,,573-A,1,4144192.22,5644017.584835449,5192419.952518724
S2 XoL agregat 1.5->50 thn,coc_div,,573-A,2,10829805.45,14762366.00601037,13576022.402318092
S2 XoL agregat 1.5->50 thn,coc_div,,573-F,1,4321598.76,5388237.861730054,5117457.08959726
S2 XoL agregat 1.5->100 thn,coc_div,,573-A,1,4144192.22,5583217.965318184,5166722.601711009
S2 XoL agregat 1.5->100 thn,coc_div,,573-A,2,10829805.45,14601466.950337924,13507665.77283604
S2 XoL agregat 1.5->100 thn,coc_div,,573-F,1,4321598.76,5368407.746606905,5112573.269948944
S2 XoL agregat 1.5->200 thn,coc_div,,573-A,1,4144192.22,5528969.942172301,5143791.718179185
S2 XoL agregat 1.5->200 thn,coc_div,,573-A,2,10829805.45,14457906.172595691,13446666.268037148
S2 XoL agregat 1.5->200 thn,coc_div,,573-F,1,4321598.76,5350754.269137683,5108264.41717275
S2 XoL agregat 1.5->500 thn,coc_div,,573-A,1,4144192.22,5456899.43780876,5108880.8745779
S2 XoL agregat 1.5->500 thn,coc_div,,573-A,2,10829805.45,14256145.73345613,13347811.084320158
S2 XoL agregat 1.5->500 thn,coc_div,,573-F,1,4321598.76,5375558.641389905,5126529.93614548
S2 XoL agregat 1.5->inf thn,coc_div,,573-A,1,4144192.22,5458536.714478457,5113493.820802128
S2 XoL agregat 1.5->inf thn,coc_div,,573-A,2,10829805.45,14258192.81321048,13358579.188732913
S2 XoL agregat 1.5->inf thn,coc_div,,573-F,1,4321598.76,5385430.82655287,5134813.9498246005
S2 XoL agregat 2->50 thn,coc_div,,573-A,1,4144192.22,5680997.912980316,5208702.573826512
S2 XoL agregat 2->50 thn,coc_div,,573-A,2,10829805.45,14862394.793349821,13620578.002898041
S2 XoL agregat 2->50 thn,coc_div,,573-F,1,4321598.76,5365582.648534809,5098042.882787143
S2 XoL agregat 2->100 thn,coc_div,,573-A,1,4144192.22,5620318.46771556,5183118.328197629
S2 XoL agregat 2->100 thn,coc_div,,573-A,2,10829805.45,14701843.225658424,13552548.420927564
S2 XoL agregat 2->100 thn,coc_div,,573-F,1,4321598.76,5344340.561663106,5091830.148551953
S2 XoL agregat 2->200 thn,coc_div,,573-A,1,4144192.22,5566177.784537185,5160288.470517577
S2 XoL agregat 2->200 thn,coc_div,,573-A,2,10829805.45,14558591.095774068,13491839.408230206
S2 XoL agregat 2->200 thn,coc_div,,573-F,1,4321598.76,5325427.71412057,5086336.006294993
S2 XoL agregat 2->500 thn,coc_div,,573-A,1,4144192.22,5475972.568951615,5115167.205023778
S2 XoL agregat 2->500 thn,coc_div,,573-A,2,10829805.45,14301959.463035945,13362085.849607147
S2 XoL agregat 2->500 thn,coc_div,,573-F,1,4321598.76,5474904.388798169,5174648.109533794
S2 XoL agregat 2->inf thn,coc_div,,573-A,1,4144192.22,5485638.412178644,5124333.3122338895
S2 XoL agregat 2->inf thn,coc_div,,573-A,2,10829805.45,14327145.17461739,13385977.478368726
S2 XoL agregat 2->inf thn,coc_div,,573-F,1,4321598.76,5481467.994642523,5180835.018618697
S2 XoL agregat 3->50 thn,coc_div,,573-A,1,4144192.22,5732872.539188575,5231017.650685934
S2 XoL agregat 3->50 thn,coc_div,,573-A,2,10829805.45,15001464.895661829,13681027.288389225
S2 XoL agregat 3->50 thn,coc_div,,573-F,1,4321598.76,5362000.147726944,5088790.509311615
S2 XoL agregat 3->100 thn,coc_div,,573-A,1,4144192.22,5672299.894267992,5205533.923028035
S2 XoL agregat 3->100 thn,coc_div,,573-A,2,10829805.45,14841260.28863042,13613324.257628147
S2 XoL agregat 3->100 thn,coc_div,,573-F,1,4321598.76,5339463.369454552,5081359.2419934245
S2 XoL agregat 3->200 thn,coc_div,,573-A,1,4144192.22,5618255.245396935,5182794.450578402
S2 XoL agregat 3->200 thn,coc_div,,573-A,2,10829805.45,14698318.346456058,13552907.186304899
S2 XoL agregat 3->200 thn,coc_div,,573-F,1,4321598.76,5319388.220330852,5074771.168836546
S2 XoL agregat 3->500 thn,coc_div,,573-A,1,4144192.22,5529737.391832807,5138653.251463955
S2 XoL agregat 3->500 thn,coc_div,,573-A,2,10829805.45,14443500.871074602,13424266.869317114
S2 XoL agregat 3->500 thn,coc_div,,573-F,1,4321598.76,5454385.662780351,5154576.573594527
S2 XoL agregat 3->inf thn,coc_div,,573-A,1,4144192.22,5539272.853049478,5147763.125486509
S2 XoL agregat 3->inf thn,coc_div,,573-A,2,10829805.45,14468382.623715933,13448045.410888426
S2 XoL agregat 3->inf thn,coc_div,,573-F,1,4321598.76,5460261.022797792,5160161.819483617
S2 XoL agregat 4->50 thn,coc_div,,573-A,1,4144192.22,5769220.330370103,5246490.098596258
S2 XoL agregat 4->50 thn,coc_div,,573-A,2,10829805.45,15098392.516118027,13722647.314568482
S2 XoL agregat 4->50 thn,coc_div,,573-F,1,4321598.76,5367505.666614043,5087629.718167591
S2 XoL agregat 4->100 thn,coc_div,,573-A,1,4144192.22,5708701.585362763,5221057.100268472
S2 XoL agregat 4->100 thn,coc_div,,573-A,2,10829805.45,14938378.474490907,13655123.639482033
S2 XoL agregat 4->100 thn,coc_div,,573-F,1,4321598.76,5344299.329442522,5079568.277767866
S2 XoL agregat 4->200 thn,coc_div,,573-A,1,4144192.22,5654706.008741315,5198363.813465529
S2 XoL agregat 4->200 thn,coc_div,,573-A,2,10829805.45,14795608.92990119,13594868.824709035
S2 XoL agregat 4->200 thn,coc_div,,573-F,1,4321598.76,5323615.7406511465,5072407.555511999
S2 XoL agregat 4->500 thn,coc_div,,573-A,1,4144192.22,5567554.92771734,5155008.384181004
S2 XoL agregat 4->500 thn,coc_div,,573-A,2,10829805.45,14543149.516334834,13467610.036721276
S2 XoL agregat 4->500 thn,coc_div,,573-F,1,4321598.76,5446362.34490145,5145120.966427741
S2 XoL agregat 4->inf thn,coc_div,,573-A,1,4144192.22,5576934.405512363,5164039.1066858
S2 XoL agregat 4->inf thn,coc_div,,573-A,2,10829805.45,14567642.017749684,13491202.422301918
S2 XoL agregat 4->inf thn,coc_div,,573-F,1,4321598.76,5451863.486245642,5150381.752206669
S2 XoL agregat 5->50 thn,coc_div,,573-A,1,4144192.22,5796086.300338449,5257874.956873435
S2 XoL agregat 5->50 thn,coc_div,,573-A,2,10829805.45,15169892.445382945,13753192.482250208
S2 XoL agregat 5->50 thn,coc_div,,573-F,1,4321598.76,5373822.334494321,5088325.387043621
S2 XoL agregat 5->100 thn,coc_div,,573-A,1,4144192.22,5735599.881732838,5232472.3833943335
S2 XoL agregat 5->100 thn,coc_div,,573-A,2,10829805.45,15010004.555304717,13685787.538033303
S2 XoL agregat 5->100 thn,coc_div,,573-F,1,4321598.76,5350202.038095892,5079874.337959749
S2 XoL agregat 5->200 thn,coc_div,,573-A,1,4144192.22,5681634.146855763,5209807.182939035
S2 XoL agregat 5->200 thn,coc_div,,573-A,2,10829805.45,14867350.794247687,13625641.695996955
S2 XoL agregat 5->200 thn,coc_div,,573-F,1,4321598.76,5329137.009570818,5072354.613601577
S2 XoL agregat 5->500 thn,coc_div,,573-A,1,4144192.22,5595580.680724925,5167080.095180196
S2 XoL agregat 5->500 thn,coc_div,,573-A,2,10829805.45,14616858.835396733,13499527.858745381
S2 XoL agregat 5->500 thn,coc_div,,573-F,1,4321598.76,5442389.634627957,5139596.986427836
S2 XoL agregat 5->inf thn,coc_div,,573-A,1,4144192.22,5604794.998037804,5176023.01269726
S2 XoL agregat 5->inf thn,coc_div,,573-A,2,10829805.45,14640934.672370564,13522908.244417904
S2 XoL agregat 5->inf thn,coc_div,,573-F,1,4321598.76,5447625.81290037,5144636.134239417
S2 XoL agregat 7->50 thn,coc_div,,573-A,1,4144192.22,5836579.47591075,5274981.130746855
S2 XoL agregat 7->50 thn,coc_div,,573-A,2,10829805.45,15277446.430761978,13798949.404926823
S2 XoL agregat 7->50 thn,coc_div,,573-F,1,4321598.76,5385597.332661217,5090984.416496451
S2 XoL agregat 7->100 thn,coc_div,,573-A,1,4144192.22,5776133.824751704,5249616.926629227
S2 XoL agregat 7->100 thn,coc_div,,573-A,2,10829805.45,15117727.327858616,13731703.31922744
S2 XoL agregat 7->100 thn,coc_div,,573-F,1,4321598.76,5361444.854444407,5082032.490407043
S2 XoL agregat 7->200 thn,coc_div,,573-A,1,4144192.22,5722206.5582460845,5226987.931700005
S2 XoL agregat 7->200 thn,coc_div,,573-A,2,10829805.45,14975231.841236502,13671706.441365127
S2 XoL agregat 7->200 thn,coc_div,,573-F,1,4321598.76,5339878.69502089,5074041.113438571
S2 XoL agregat 7->500 thn,coc_div,,573-A,1,4144192.22,5637717.556202893,5185155.343239442
S2 XoL agregat 7->500 thn,coc_div,,573-A,2,10829805.45,14729420.387492683,13548282.89068449
S2 XoL agregat 7->500 thn,coc_div,,573-F,1,4321598.76,5438870.915022768,5133084.923314034
S2 XoL agregat 7->inf thn,coc_div,,573-A,1,4144192.22,5646591.275248026,5193913.015234148
S2 XoL agregat 7->inf thn,coc_div,,573-A,2,10829805.45,14752627.24113414,13571205.818515403
S2 XoL agregat 7->inf thn,coc_div,,573-F,1,4321598.76,5443702.944317769,5137799.188959661
S2 XoL agregat 10->50 thn,coc_div,,573-A,1,4144192.22,5877620.633409668,5292271.593791245
S2 XoL agregat 10->50 thn,coc_div,,573-A,2,10829805.45,15386248.839459356,13845054.356924659
S2 XoL agregat 10->50 thn,coc_div,,573-F,1,4321598.76,5399398.830034745,5095065.304751309
S2 XoL agregat 10->100 thn,coc_div,,573-A,1,4144192.22,5817208.459292008,5266938.897477274
S2 XoL agregat 10->100 thn,coc_div,,573-A,2,10829805.45,15226676.202713838,13777946.121726777
S2 XoL agregat 10->100 thn,coc_div,,573-F,1,4321598.76,5374801.123869356,5085694.340592649
S2 XoL agregat 10->200 thn,coc_div,,573-A,1,4144192.22,5763314.064762656,5244340.840878655
S2 XoL agregat 10->200 thn,coc_div,,573-A,2,10829805.45,15084323.332612174,13718083.471177831
S2 XoL agregat 10->200 thn,coc_div,,573-F,1,4321598.76,5352799.039895919,5077292.681694842
S2 XoL agregat 10->500 thn,coc_div,,573-A,1,4144192.22,5680884.187355631,5203680.581377303
S2 XoL agregat 10->500 thn,coc_div,,573-A,2,10829805.45,14843863.547305452,13597725.868961526
S2 XoL agregat 10->500 thn,coc_div,,573-F,1,4321598.76,5434654.1948288,5126530.1225090595
S2 XoL agregat 10->inf thn,coc_div,,573-A,1,4144192.22,5689235.059913837,5212149.12705173
S2 XoL agregat 10->inf thn,coc_div,,573-A,2,10829805.45,14865720.21114106,13619918.611620748
S2 XoL agregat 10->inf thn,coc_div,,573-F,1,4321598.76,5439033.478951164,5130901.510209267
S2 XoL agregat 15->50 thn,coc_div,,573-A,1,4144192.22,5921980.854918912,5310919.96156123
S2 XoL agregat 15->50 thn,coc_div,,573-A,2,10829805.45,15503723.039148154,13894692.366540415
S2 XoL agregat 15->50 thn,coc_div,,573-F,1,4321598.76,5415724.763983637,5100566.632888681
S2 XoL agregat 15->100 thn,coc_div,,573-A,1,4144192.22,5861596.202912405,5285613.168410697
S2 XoL agregat 15->100 thn,coc_div,,573-A,2,10829805.45,15344291.634820659,13827717.05597126
S2 XoL agregat 15->100 thn,coc_div,,573-F,1,4321598.76,5390739.273835523,5090830.69556981
S2 XoL agregat 15->200 thn,coc_div,,573-A,1,4144192.22,5807730.726414779,5263042.328783116
S2 XoL agregat 15->200 thn,coc_div,,573-A,2,10829805.45,15202084.499673352,13767991.567732295
S2 XoL agregat 15->200 thn,coc_div,,573-F,1,4321598.76,5368332.51759852,5082048.168659235
S2 XoL agregat 15->500 thn,coc_div,,573-A,1,4144192.22,5727332.510487941,5223537.882466365
S2 XoL agregat 15->500 thn,coc_div,,573-A,2,10829805.45,14968111.519391475,13651343.775527751
S2 XoL agregat 15->500 thn,coc_div,,573-F,1,4321598.76,5436376.310136151,5123363.104222179
S2 XoL agregat 15->inf thn,coc_div,,573-A,1,4144192.22,5734800.454474465,5231513.312852442
S2 XoL agregat 15->inf thn,coc_div,,573-A,2,10829805.45,14987673.694875605,13672276.909618765
S2 XoL agregat 15->inf thn,coc_div,,573-F,1,4321598.76,5440160.29876591,5127312.7759211315
S2 XoL agregat 20->50 thn,coc_div,,573-A,1,4144192.22,5950339.707830725,5322826.846275048
S2 XoL agregat 20->50 thn,coc_div,,573-A,2,10829805.45,15578755.303586256,13926334.721105313
S2 XoL agregat 20->50 thn,coc_div,,573-F,1,4321598.76,5426674.020886461,5104491.745735582
S2 XoL agregat 20->100 thn,coc_div,,573-A,1,4144192.22,5889969.19475721,5297533.360355568
S2 XoL agregat 20->100 thn,coc_div,,573-A,2,10829805.45,15419404.840075526,13859435.590128405
S2 XoL agregat 20->100 thn,coc_div,,573-F,1,4321598.76,5401480.552884333,5094560.064554109
S2 XoL agregat 20->200 thn,coc_div,,573-A,1,4144192.22,5836119.929901538,5274977.778743943
S2 XoL agregat 20->200 thn,coc_div,,573-A,2,10829805.45,15277287.250546398,13799794.38011832
S2 XoL agregat 20->200 thn,coc_div,,573-F,1,4321598.76,5378838.737144141,5085556.305169945
S2 XoL agregat 20->500 thn,coc_div,,573-A,1,4144192.22,5757577.789920252,5236526.332744844
S2 XoL agregat 20->500 thn,coc_div,,573-A,2,10829805.45,15048311.307318881,13685998.400613895
S2 XoL agregat 20->500 thn,coc_div,,573-F,1,4321598.76,5436190.271371817,5120759.511769071
S2 XoL agregat 20->inf thn,coc_div,,573-A,1,4144192.22,5764153.974379981,5244001.2831393955
S2 XoL agregat 20->inf thn,coc_div,,573-A,2,10829805.45,15065540.747913767,13705638.45108811
S2 XoL agregat 20->inf thn,coc_div,,573-F,1,4321598.76,5439466.023948197,5124369.79403592
S3 XoL 2->20 + pemerintah >20 thn,coc_div,,573-A,1,4144192.22,5384076.000363163,5028746.089635151
S3 XoL 2->20 + pemerintah >20 thn,coc_div,,573-A,2,10829805.45,14062363.524436807,13136774.11174486
S3 XoL 2->20 + pemerintah >20 thn,coc_div,,573-F,1,4321598.76,5413832.816416263,5117167.243649687
S3 XoL 2->50 + pemerintah >50 thn,coc_div,,573-A,1,4144192.22,5416707.740191107,5059456.358604371
S3 XoL 2->50 + pemerintah >50 thn,coc_div,,573-A,2,10829805.45,14147443.849625796,13216840.999383299
S3 XoL 2->50 + pemerintah >50 thn,coc_div,,573-F,1,4321598.76,5435339.438431265,5137434.9523757305
S3 XoL 2->100 + pemerintah >100 thn,coc_div,,573-A,1,4144192.22,5439769.191216832,5081161.089704229
S3 XoL 2->100 + pemerintah >100 thn,coc_div,,573-A,2,10829805.45,14207569.77559132,13273429.296183787
S3 XoL 2->100 + pemerintah >100 thn,coc_div,,573-F,1,4321598.76,5450693.943579762,5151888.528928419
S3 XoL 3->20 + pemerintah >20 thn,coc_div,,573-A,1,4144192.22,5437245.132594333,5051737.035646373
S3 XoL 3->20 + pemerintah >20 thn,coc_div,,573-A,2,10829805.45,14202091.974162359,13197418.917190943
S3 XoL 3->20 + pemerintah >20 thn,coc_div,,573-F,1,4321598.76,5398263.806733658,5101811.498482078
S3 XoL 3->50 + pemerintah >50 thn,coc_div,,573-A,1,4144192.22,5470018.156401801,5082582.23452399
S3 XoL 3->50 + pemerintah >50 thn,coc_div,,573-A,2,10829805.45,14287617.327908587,13277913.367775628
S3 XoL 3->50 + pemerintah >50 thn,coc_div,,573-F,1,4321598.76,5418072.292759685,5120454.779447751
S3 XoL 3->100 + pemerintah >100 thn,coc_div,,573-A,1,4144192.22,5493185.972191384,5104387.237620068
S3 XoL 3->100 + pemerintah >100 thn,coc_div,,573-A,2,10829805.45,14348088.062996594,13334827.000799634
S3 XoL 3->100 + pemerintah >100 thn,coc_div,,573-F,1,4321598.76,5432138.156354327,5133693.239301532
S3 XoL 5->20 + pemerintah >20 thn,coc_div,,573-A,1,4144192.22,5502265.827319581,5079572.1931273565
S3 XoL 5->20 + pemerintah >20 thn,coc_div,,573-A,2,10829805.45,14372707.16937934,13270668.690710893
S3 XoL 5->20 + pemerintah >20 thn,coc_div,,573-F,1,4321598.76,5392029.052726218,5091678.324942482
S3 XoL 5->50 + pemerintah >50 thn,coc_div,,573-A,1,4144192.22,5535243.869986223,5110575.702086295
S3 XoL 5->50 + pemerintah >50 thn,coc_div,,573-A,2,10829805.45,14459013.854880216,13351755.160554549
S3 XoL 5->50 + pemerintah >50 thn,coc_div,,573-F,1,4321598.76,5409231.728343994,5108321.280041084
S3 XoL 5->100 + pemerintah >100 thn,coc_div,,573-A,1,4144192.22,5558520.590371089,5132474.665919462
S3 XoL 5->100 + pemerintah >100 thn,coc_div,,573-A,2,10829805.45,14519901.989182808,13409023.735987991
S3 XoL 5->100 + pemerintah >100 thn,coc_div,,573-F,1,4321598.76,5421910.936417368,5120368.774658936
S3 XoL 10->20 + pemerintah >20 thn,coc_div,,573-A,1,4144192.22,5592166.225906601,5118660.513799926
S3 XoL 10->20 + pemerintah >20 thn,coc_div,,573-A,2,10829805.45,14624588.169990845,13382462.70899556
S3 XoL 10->20 + pemerintah >20 thn,coc_div,,573-F,1,4321598.76,5307467.355177497,5036642.404178224
S3 XoL 10->50 + pemerintah >50 thn,coc_div,,573-A,1,4144192.22,5619282.630298469,5146386.603799039
S3 XoL 10->50 + pemerintah >50 thn,coc_div,,573-A,2,10829805.45,14681934.372900384,13447323.834632535
S3 XoL 10->50 + pemerintah >50 thn,coc_div,,573-F,1,4321598.76,5406090.683605841,5098844.233826751
S3 XoL 10->100 + pemerintah >100 thn,coc_div,,573-A,1,4144192.22,5642725.841139942,5168407.53663846
S3 XoL 10->100 + pemerintah >100 thn,coc_div,,573-A,2,10829805.45,14743433.89151285,13505056.345989749
S3 XoL 10->100 + pemerintah >100 thn,coc_div,,573-F,1,4321598.76,5416677.932705942,5109342.420876839
